site,Prob,model,,RF_prob,SVM_prob
260,1.48E-05,XGB_prob,,0,0.000139937
200,3.59E-05,XGB_prob,,0.02,0.000344827
260,2.54E-05,XGB_prob,,0,0.000119995
260,0.006856747,XGB_prob,,0.07,0.03740423
258,0.005536871,XGB_prob,,0.01,0.006713383
258,4.11E-05,XGB_prob,,0,0.000512165
260,0.000142337,XGB_prob,,0.01,0.012892662
70,1.83E-05,XGB_prob,,0,9.56E-05
260,0.000113564,XGB_prob,,0,0.000393286
260,2.56E-05,XGB_prob,,0,0.010911859
260,2.10E-05,XGB_prob,,0,0.000374194
260,2.48E-05,XGB_prob,,0,0.000727898
260,1.05E-05,XGB_prob,,0,0.000420244
255,1.80E-05,XGB_prob,,0,8.60E-05
14,9.12E-06,XGB_prob,,0,0.001278473
216,0.0204427,XGB_prob,,0.2,0.037391216
258,2.01E-05,XGB_prob,,0,0.000359007
260,1.28E-05,XGB_prob,,0,0.000660043
258,4.72E-05,XGB_prob,,0,0.000459658
257,2.31E-05,XGB_prob,,0.02,0.00640869
260,1.42E-05,XGB_prob,,0,0.000164795
260,4.31E-05,XGB_prob,,0,0.001590654
259,7.73E-06,XGB_prob,,0,0.000158867
260,0.000133546,XGB_prob,,0,0.00526461
260,2.98E-05,XGB_prob,,0.02,0.003387003
251,0.000208713,XGB_prob,,0,0.000516653
260,2.30E-05,XGB_prob,,0,0.000510338
260,2.72E-05,XGB_prob,,0,0.000536917
238,0.00021176,XGB_prob,,0.02,0.008549883
79,1.83E-05,XGB_prob,,0,4.79E-05
258,8.53E-05,XGB_prob,,0,0.002393325
240,0.000377997,XGB_prob,,0,0.007073092
260,0.000152641,XGB_prob,,0.04,0.004630585
260,9.65E-05,XGB_prob,,0,0.000315275
259,1.45E-05,XGB_prob,,0,8.90E-05
260,1.66E-05,XGB_prob,,0,0.000779219
260,1.70E-05,XGB_prob,,0.03,0.000411538
259,9.21E-06,XGB_prob,,0,0.00015076
256,7.46E-05,XGB_prob,,0,0.004544213
260,0.000920544,XGB_prob,,0,0.003991289
250,7.79E-05,XGB_prob,,0,0.001164849
104,1.37E-05,XGB_prob,,0,6.30E-05
168,0.000272647,XGB_prob,,0.01,0.001006996
216,6.77E-05,XGB_prob,,0.03,0.005010928
172,0.00020673,XGB_prob,,0,0.000543848
260,1.00E-05,XGB_prob,,0,0.000130674
260,4.13E-05,XGB_prob,,0,0.004343434
260,2.51E-05,XGB_prob,,0,0.000265382
260,0.000106942,XGB_prob,,0.01,0.00227963
260,1.52E-05,XGB_prob,,0,0.001781206
260,0.001127654,XGB_prob,,0.01,0.037383236
260,0.005894071,XGB_prob,,0.11,0.037369393
260,6.19E-06,XGB_prob,,0,0.000117453
31,0.000508672,XGB_prob,,0.02,0.037425659
240,1.78E-05,XGB_prob,,0,0.001177975
187,1.41E-05,XGB_prob,,0,0.000675453
260,0.000141727,XGB_prob,,0,0.000713979
260,1.96E-05,XGB_prob,,0,0.000385018
260,2.98E-05,XGB_prob,,0,0.000441003
196,4.80E-05,XGB_prob,,0,8.15E-05
91,0.000137074,XGB_prob,,0.01,0.004457089
260,6.79E-06,XGB_prob,,0,0.00025374
260,9.04E-06,XGB_prob,,0,0.000101029
181,3.65E-05,XGB_prob,,0,5.13E-05
256,0.000177135,XGB_prob,,0,0.000858808
260,1.34E-05,XGB_prob,,0,0.000586765
260,0.000289797,XGB_prob,,0,0.023249668
210,7.62E-05,XGB_prob,,0,0.001753003
260,9.79E-06,XGB_prob,,0,0.000185894
258,1.37E-05,XGB_prob,,0,0.000282636
260,2.77E-05,XGB_prob,,0,0.00512871
107,2.43E-05,XGB_prob,,0,0.001643486
182,9.56E-05,XGB_prob,,0,0.001670745
248,5.13E-05,XGB_prob,,0,0.000195191
250,5.03E-05,XGB_prob,,0,0.002069105
260,8.44E-05,XGB_prob,,0,0.000259179
256,0.000210838,XGB_prob,,0,0.004986845
248,8.91E-05,XGB_prob,,0,0.008070866
259,0.000139868,XGB_prob,,0,0.005565068
260,6.62E-06,XGB_prob,,0,0.00016761
237,2.07E-05,XGB_prob,,0,0.000160313
239,3.20E-05,XGB_prob,,0.01,0.000934773
174,5.11E-05,XGB_prob,,0,0.002033071
260,6.37E-06,XGB_prob,,0,0.000140636
108,3.07E-05,XGB_prob,,0,0.002386874
258,1.16E-05,XGB_prob,,0,0.000153505
260,2.26E-05,XGB_prob,,0,0.000515489
237,0.001894831,XGB_prob,,0.07,0.018262848
228,0.000128607,XGB_prob,,0,0.004140567
256,3.55E-05,XGB_prob,,0,0.000472574
259,1.17E-05,XGB_prob,,0,7.27E-05
256,1.85E-05,XGB_prob,,0,0.000300129
260,1.82E-05,XGB_prob,,0,0.000255968
260,1.23E-05,XGB_prob,,0,0.000160888
259,0.000707382,XGB_prob,,0.02,0.00305367
142,3.23E-05,XGB_prob,,0,0.001725031
233,3.73E-05,XGB_prob,,0,0.021476446
57,2.01E-05,XGB_prob,,0,0.000412346
260,3.52E-05,XGB_prob,,0,0.000802383
188,3.07E-05,XGB_prob,,0,0.00264064
231,7.65E-05,XGB_prob,,0,0.000914279
226,1.25E-05,XGB_prob,,0,0.001933091
240,8.83E-06,XGB_prob,,0,0.000412128
260,6.51E-06,XGB_prob,,0,9.45E-05
260,5.26E-05,XGB_prob,,0,0.000738028
258,6.37E-05,XGB_prob,,0,0.00091389
216,1.21E-05,XGB_prob,,0,0.000187565
260,0.000509013,XGB_prob,,0,0.001746139
259,0.000198849,XGB_prob,,0,0.03453457
256,0.000116746,XGB_prob,,0,0.000948654
154,0.001166715,XGB_prob,,0,0.008230421
258,0.000639379,XGB_prob,,0.01,0.001315026
260,1.72E-05,XGB_prob,,0,0.000150954
260,1.34E-05,XGB_prob,,0,0.000285727
260,7.57E-06,XGB_prob,,0,0.000151973
251,2.17E-05,XGB_prob,,0,0.003646021
259,0.004478647,XGB_prob,,0.01,0.013734229
260,9.50E-05,XGB_prob,,0.02,0.035351258
259,3.35E-05,XGB_prob,,0,0.00051958
258,3.25E-05,XGB_prob,,0,0.003848993
255,6.40E-06,XGB_prob,,0,0.000129015
93,2.40E-05,XGB_prob,,0.01,0.000138001
260,7.99E-05,XGB_prob,,0,0.003602961
216,2.32E-05,XGB_prob,,0.01,0.005248697
20,3.63E-05,XGB_prob,,0,0.001580178
260,2.39E-05,XGB_prob,,0,8.53E-05
260,4.50E-05,XGB_prob,,0,0.000259378
260,1.32E-05,XGB_prob,,0,0.000577355
157,0.153586701,XGB_prob,,0.04,0.011073443
259,4.48E-05,XGB_prob,,0,0.002811773
164,0.000189277,XGB_prob,,0,0.030615571
260,0.000270698,XGB_prob,,0,0.005191498
259,1.38E-05,XGB_prob,,0,0.000101855
260,0.000159124,XGB_prob,,0,0.000529599
256,9.17E-06,XGB_prob,,0,0.000271343
260,0.000295072,XGB_prob,,0.01,0.009847158
241,2.98E-05,XGB_prob,,0,0.003781944
26,5.54E-05,XGB_prob,,0,7.01E-05
260,0.002659576,XGB_prob,,0,0.012895994
259,6.59E-05,XGB_prob,,0,0.000269412
259,8.81E-05,XGB_prob,,0,0.001385219
132,0.000111343,XGB_prob,,0,0.002846237
260,7.98E-05,XGB_prob,,0,0.002677
143,0.000238846,XGB_prob,,0,0.003137761
50,4.48E-05,XGB_prob,,0,0.000460216
260,3.92E-05,XGB_prob,,0,0.000139098
160,8.02E-05,XGB_prob,,0.02,0.001977613
249,1.65E-05,XGB_prob,,0,0.00069526
118,0.000585616,XGB_prob,,0.05,0.037341294
91,0.000105988,XGB_prob,,0,0.002436938
235,4.53E-05,XGB_prob,,0,0.000923393
215,8.27E-05,XGB_prob,,0,0.000466157
259,0.000771365,XGB_prob,,0.05,0.037415624
260,0.000122882,XGB_prob,,0,0.000570222
260,1.92E-05,XGB_prob,,0,0.006986626
250,0.008454445,XGB_prob,,0.04,0.0262117
259,0.035447042,XGB_prob,,0.17,0.037326724
246,8.45E-06,XGB_prob,,0,8.27E-05
141,0.00015568,XGB_prob,,0.01,0.002343011
216,0.000138708,XGB_prob,,0,0.002902069
260,1.97E-05,XGB_prob,,0,0.001123437
225,2.72E-05,XGB_prob,,0,0.000685086
260,0.001072234,XGB_prob,,0,0.002884018
252,8.18E-06,XGB_prob,,0.01,0.000746369
260,4.74E-05,XGB_prob,,0,0.002860297
22,5.62E-05,XGB_prob,,0,0.001850428
53,0.00042777,XGB_prob,,0,0.005399675
145,2.23E-05,XGB_prob,,0,0.000278449
255,2.45E-05,XGB_prob,,0,0.001126245
256,0.001424977,XGB_prob,,0.11,0.172570613
93,0.00057323,XGB_prob,,0.02,0.002695263
258,8.45E-06,XGB_prob,,0,0.000276789
67,0.00034054,XGB_prob,,0.05,0.002108681
260,2.01E-05,XGB_prob,,0,0.001428745
260,5.52E-05,XGB_prob,,0,0.014959939
259,1.83E-05,XGB_prob,,0,0.007017681
260,0.001416665,XGB_prob,,0.01,0.007127826
216,1.41E-05,XGB_prob,,0,0.000233326
145,6.15E-06,XGB_prob,,0,0.001575539
260,7.98E-06,XGB_prob,,0,3.81E-05
26,0.000890163,XGB_prob,,0.07,0.098115093
251,6.04E-05,XGB_prob,,0,0.002448172
260,2.83E-05,XGB_prob,,0.01,0.000187312
136,4.22E-05,XGB_prob,,0,0.000161339
260,0.000105736,XGB_prob,,0,0.004214892
216,0.054755028,XGB_prob,,0.2,0.951774075
116,6.14E-06,XGB_prob,,0,0.000424738
260,2.75E-05,XGB_prob,,0,0.000288679
242,1.14E-05,XGB_prob,,0,0.000549084
260,3.64E-05,XGB_prob,,0,0.000675611
258,7.69E-05,XGB_prob,,0,0.001236037
260,1.27E-05,XGB_prob,,0,0.000257778
260,0.004029306,XGB_prob,,0.15,0.212752256
260,5.25E-05,XGB_prob,,0.04,0.006077957
251,0.001139089,XGB_prob,,0.07,0.141876765
260,1.27E-05,XGB_prob,,0,8.05E-05
260,0.000222156,XGB_prob,,0,0.003179398
258,5.78E-05,XGB_prob,,0,0.001048029
260,0.001584209,XGB_prob,,0.01,0.046504377
260,1.55E-05,XGB_prob,,0,0.000149878
145,0.000116736,XGB_prob,,0,0.000993124
41,6.15E-06,XGB_prob,,0,9.30E-05
260,0.000103478,XGB_prob,,0,0.024767543
76,2.23E-05,XGB_prob,,0,0.000205004
243,1.30E-05,XGB_prob,,0,3.84E-05
260,8.35E-05,XGB_prob,,0,0.000858967
260,4.49E-05,XGB_prob,,0,0.000365486
24,3.43E-05,XGB_prob,,0,0.000119869
53,5.91E-05,XGB_prob,,0,0.000341023
256,1.69E-05,XGB_prob,,0,0.000535029
258,0.005281261,XGB_prob,,0.04,0.023986135
260,0.00086718,XGB_prob,,0.02,0.010690979
260,7.86E-05,XGB_prob,,0,0.000804207
259,7.95E-05,XGB_prob,,0.01,0.007684298
260,1.99E-05,XGB_prob,,0,0.003269128
260,3.75E-05,XGB_prob,,0,0.021908646
79,1.59E-05,XGB_prob,,0,0.000709724
93,0.003605639,XGB_prob,,0.03,0.03743412
260,3.28E-05,XGB_prob,,0,0.001401361
258,8.66E-06,XGB_prob,,0,0.000763268
260,1.68E-05,XGB_prob,,0,0.000453336
183,4.56E-05,XGB_prob,,0,0.00111724
170,1.63E-05,XGB_prob,,0,0.000300128
260,8.03E-06,XGB_prob,,0,0.000451628
260,2.97E-05,XGB_prob,,0,0.000168888
131,1.39E-05,XGB_prob,,0,0.001481778
239,0.00241209,XGB_prob,,0.03,0.0374227
215,3.64E-05,XGB_prob,,0,0.000551642
247,6.75E-05,XGB_prob,,0.03,0.011469283
100,6.30E-05,XGB_prob,,0.01,0.002398926
259,0.000351353,XGB_prob,,0,0.003411659
208,3.16E-05,XGB_prob,,0,0.000828786
250,2.04E-05,XGB_prob,,0,0.000336553
260,3.59E-05,XGB_prob,,0,0.000537002
260,0.000418903,XGB_prob,,0.03,0.051587778
260,1.58E-05,XGB_prob,,0,0.000441173
240,0.000227308,XGB_prob,,0.04,0.074220377
259,8.46E-05,XGB_prob,,0,0.005035548
260,1.93E-05,XGB_prob,,0,0.01263041
105,1.45E-05,XGB_prob,,0,0.00069302
259,9.46E-06,XGB_prob,,0,0.000496879
70,3.62E-05,XGB_prob,,0.01,0.000337015
93,6.05E-05,XGB_prob,,0,0.000307905
190,0.031758938,XGB_prob,,0.16,0.037327494
259,6.72E-05,XGB_prob,,0,0.003326405
58,0.000220707,XGB_prob,,0.03,0.040240461
260,0.014180411,XGB_prob,,0.06,0.025359692
258,1.64E-05,XGB_prob,,0,0.000310507
104,0.002441744,XGB_prob,,0.04,0.006471734
126,7.71E-05,XGB_prob,,0,0.002037946
14,0.020681586,XGB_prob,,0.07,0.008116031
260,2.12E-05,XGB_prob,,0.01,0.000568281
260,0.000261233,XGB_prob,,0.02,0.001830186
259,1.32E-05,XGB_prob,,0,0.000662627
260,5.64E-05,XGB_prob,,0,0.000574582
51,0.000105085,XGB_prob,,0,0.001406065
260,1.17E-05,XGB_prob,,0,2.42E-05
260,0.000188166,XGB_prob,,0,0.008409491
251,2.39E-05,XGB_prob,,0,0.000694076
238,3.59E-05,XGB_prob,,0,0.000521395
255,1.77E-05,XGB_prob,,0,0.004045252
28,0.005368108,XGB_prob,,0.2,0.172516665
260,4.74E-05,XGB_prob,,0,0.000521621
260,0.001243017,XGB_prob,,0,0.002024818
260,4.17E-05,XGB_prob,,0,0.000335345
21,2.35E-05,XGB_prob,,0,0.000255185
260,0.016317496,XGB_prob,,0.21,0.03743139
260,3.31E-05,XGB_prob,,0,0.000909246
260,1.46E-05,XGB_prob,,0,0.000101957
146,0.006855189,XGB_prob,,0.1,0.037439638
258,0.000220633,XGB_prob,,0,0.007561266
260,0.000116328,XGB_prob,,0,0.000689363
260,5.60E-05,XGB_prob,,0,0.000201797
260,0.061355133,XGB_prob,,0.21,0.056234623
70,2.06E-05,XGB_prob,,0,9.82E-05
256,1.84E-05,XGB_prob,,0,0.000140107
100,6.22E-06,XGB_prob,,0,4.90E-05
156,3.21E-05,XGB_prob,,0,0.00081412
253,8.62E-06,XGB_prob,,0,0.000308307
255,2.12E-05,XGB_prob,,0,0.00375815
181,7.71E-06,XGB_prob,,0,0.000127581
260,0.00031824,XGB_prob,,0,0.003561056
258,1.86E-05,XGB_prob,,0,0.001083697
95,1.61E-05,XGB_prob,,0,8.69E-05
258,1.42E-05,XGB_prob,,0,0.008708602
253,3.19E-05,XGB_prob,,0,0.000307705
260,5.06E-05,XGB_prob,,0.01,0.009141495
136,4.42E-05,XGB_prob,,0,0.009026247
210,0.000519038,XGB_prob,,0.01,0.004358498
132,8.46E-05,XGB_prob,,0,0.000664444
258,0.000161372,XGB_prob,,0,0.012843578
260,5.67E-05,XGB_prob,,0.01,0.000508921
252,7.89E-05,XGB_prob,,0,0.001043746
251,1.82E-05,XGB_prob,,0,5.63E-05
260,1.58E-05,XGB_prob,,0,0.000171385
109,0.001597085,XGB_prob,,0.01,0.00476358
260,5.03E-05,XGB_prob,,0,0.000836586
192,0.001418472,XGB_prob,,0.01,0.030944951
241,0.000206439,XGB_prob,,0,0.012973519
260,1.20E-05,XGB_prob,,0,0.000122718
259,4.93E-05,XGB_prob,,0,0.000501483
256,5.00E-05,XGB_prob,,0,0.003705198
251,0.000140658,XGB_prob,,0.01,0.005983801
260,2.71E-05,XGB_prob,,0,0.000109308
259,0.000430405,XGB_prob,,0.01,0.019166658
104,3.50E-05,XGB_prob,,0,0.004394338
258,6.26E-05,XGB_prob,,0.01,0.018661445
57,6.76E-06,XGB_prob,,0,0.000176228
260,4.18E-05,XGB_prob,,0,0.000216171
260,3.64E-05,XGB_prob,,0,0.001463459
260,2.59E-05,XGB_prob,,0,0.00138256
260,0.00010913,XGB_prob,,0,0.003775295
91,0.000561413,XGB_prob,,0,0.002449905
260,0.00040432,XGB_prob,,0,0.001577349
107,0.000104695,XGB_prob,,0.01,0.037425831
260,0.000286779,XGB_prob,,0,0.000461845
260,2.14E-05,XGB_prob,,0,0.000334643
255,0.030166762,XGB_prob,,0.2,0.057707527
260,6.20E-06,XGB_prob,,0,8.23E-05
233,4.41E-05,XGB_prob,,0,0.000891597
258,2.72E-05,XGB_prob,,0,0.000577918
91,7.69E-05,XGB_prob,,0.01,0.037409224
260,6.26E-05,XGB_prob,,0,0.001802371
258,2.92E-05,XGB_prob,,0,0.000622735
260,4.37E-05,XGB_prob,,0,0.00250237
260,1.27E-05,XGB_prob,,0,6.67E-05
259,6.30E-06,XGB_prob,,0,0.000379958
260,0.000128582,XGB_prob,,0,0.003217194
57,6.36E-06,XGB_prob,,0,0.000117124
136,0.000274435,XGB_prob,,0,0.006169112
25,1.06E-05,XGB_prob,,0,0.00031069
260,2.65E-05,XGB_prob,,0,0.000178989
260,0.000313923,XGB_prob,,0.02,0.010862658
237,1.19E-05,XGB_prob,,0,0.000250606
260,0.000168987,XGB_prob,,0.03,0.004200677
259,4.17E-05,XGB_prob,,0,0.000223882
259,5.87E-05,XGB_prob,,0,0.003204028
237,4.98E-05,XGB_prob,,0,0.002679766
58,1.12E-05,XGB_prob,,0,7.97E-05
260,6.93E-06,XGB_prob,,0,2.07E-05
260,0.001132717,XGB_prob,,0.01,0.002651552
260,1.16E-05,XGB_prob,,0,0.000121814
260,1.12E-05,XGB_prob,,0,0.000113423
248,1.99E-05,XGB_prob,,0,0.009603686
259,3.79E-05,XGB_prob,,0,0.001099062
260,0.000277994,XGB_prob,,0.01,0.002627375
260,1.73E-05,XGB_prob,,0,0.000183395
260,0.000135295,XGB_prob,,0.01,0.000593251
259,3.02E-05,XGB_prob,,0,0.00074258
260,7.78E-06,XGB_prob,,0,6.45E-05
258,0.036784746,XGB_prob,,0.15,0.309351029
260,2.40E-05,XGB_prob,,0,0.000868947
190,2.43E-05,XGB_prob,,0,0.00099194
13,0.000840458,XGB_prob,,0,0.005113032
260,0.000114346,XGB_prob,,0,0.037386457
260,0.001661025,XGB_prob,,0.03,0.021337313
260,0.000142717,XGB_prob,,0,0.006943975
93,1.01E-05,XGB_prob,,0,2.45E-05
260,0.000103319,XGB_prob,,0,0.001957869
250,5.38E-05,XGB_prob,,0,0.000235517
90,3.62E-05,XGB_prob,,0,0.000520924
256,0.000292738,XGB_prob,,0,0.00203052
88,1.15E-05,XGB_prob,,0,4.38E-05
89,3.52E-05,XGB_prob,,0,0.00070964
234,6.77E-05,XGB_prob,,0,0.009749236
256,1.27E-05,XGB_prob,,0,2.90E-05
260,5.89E-05,XGB_prob,,0,0.001113368
258,0.000177646,XGB_prob,,0,0.007336942
95,9.21E-05,XGB_prob,,0,0.000587842
136,0.000247718,XGB_prob,,0,0.002438029
260,2.89E-05,XGB_prob,,0,0.00223239
89,4.11E-05,XGB_prob,,0.01,0.013826651
260,6.54E-05,XGB_prob,,0,0.000335001
22,9.91E-06,XGB_prob,,0,0.000136472
216,0.000240079,XGB_prob,,0,0.000769522
260,6.18E-06,XGB_prob,,0,0.00012127
22,4.93E-05,XGB_prob,,0,0.012574894
116,2.03E-05,XGB_prob,,0,0.00371759
130,9.55E-05,XGB_prob,,0,0.003782316
251,0.000129346,XGB_prob,,0,0.03687181
243,2.15E-05,XGB_prob,,0,0.000354627
160,4.71E-05,XGB_prob,,0,0.000996524
154,1.99E-05,XGB_prob,,0,0.001295189
216,1.28E-05,XGB_prob,,0,0.000760509
237,2.40E-05,XGB_prob,,0,9.44E-05
260,0.000169194,XGB_prob,,0,0.015554817
105,0.00011466,XGB_prob,,0,0.000466364
259,7.74E-05,XGB_prob,,0.04,0.001022496
59,1.92E-05,XGB_prob,,0,0.000249726
237,2.68E-05,XGB_prob,,0,0.000770397
258,8.39E-05,XGB_prob,,0.01,0.003987886
106,0.000123335,XGB_prob,,0,0.003100544
216,2.47E-05,XGB_prob,,0,0.000371922
260,0.000149474,XGB_prob,,0,0.001317675
256,0.003360495,XGB_prob,,0.03,0.526730303
258,2.01E-05,XGB_prob,,0,0.000210054
260,3.76E-05,XGB_prob,,0,0.001546603
260,0.003538414,XGB_prob,,0.04,0.044422084
260,2.41E-05,XGB_prob,,0,0.000623673
170,0.000120514,XGB_prob,,0,0.003294377
251,0.000217673,XGB_prob,,0,0.000440618
260,2.45E-05,XGB_prob,,0,0.001096552
127,7.11E-06,XGB_prob,,0,3.74E-05
181,2.27E-05,XGB_prob,,0,0.000407547
260,9.53E-06,XGB_prob,,0,0.00085416
259,3.80E-05,XGB_prob,,0,0.005656376
260,1.95E-05,XGB_prob,,0,0.001097215
260,3.12E-05,XGB_prob,,0,0.0005205
243,0.000416473,XGB_prob,,0,0.011567536
260,0.000695383,XGB_prob,,0.07,0.037378488
260,0.01208406,XGB_prob,,0.04,0.026428243
259,4.88E-05,XGB_prob,,0,0.000409425
259,3.29E-05,XGB_prob,,0,0.001232051
256,2.36E-05,XGB_prob,,0,0.000547719
256,0.000128821,XGB_prob,,0,0.029081943
260,7.23E-06,XGB_prob,,0,6.17E-05
259,3.21E-05,XGB_prob,,0,0.00271482
260,7.01E-05,XGB_prob,,0,0.000709694
128,1.55E-05,XGB_prob,,0,0.000100775
259,1.81E-05,XGB_prob,,0,0.000222642
260,0.007005646,XGB_prob,,0.04,0.037363454
259,2.51E-05,XGB_prob,,0.01,0.013348479
260,3.57E-05,XGB_prob,,0,0.000766907
200,3.59E-05,XGB_prob,,0.01,0.00087265
142,1.57E-05,XGB_prob,,0,7.15E-05
260,4.12E-05,XGB_prob,,0,0.007595825
93,4.45E-05,XGB_prob,,0,0.000880095
256,0.000464577,XGB_prob,,0.01,0.012443599
256,0.000117085,XGB_prob,,0.03,0.037381631
260,0.001148128,XGB_prob,,0.02,0.03738006
260,9.18E-05,XGB_prob,,0.01,0.001649833
259,2.56E-05,XGB_prob,,0,0.000520296
260,0.000117168,XGB_prob,,0,0.003395565
260,3.04E-05,XGB_prob,,0,0.000664763
256,1.97E-05,XGB_prob,,0,0.000279325
248,0.000119354,XGB_prob,,0.02,0.004382467
260,0.000149636,XGB_prob,,0.03,0.005314261
79,1.68E-05,XGB_prob,,0,0.001278069
148,0.012786775,XGB_prob,,0.18,0.176130174
260,4.70E-05,XGB_prob,,0,0.000228635
260,6.07E-06,XGB_prob,,0,0.000112147
233,0.000407825,XGB_prob,,0,0.009864188
22,4.13E-05,XGB_prob,,0.01,0.037437701
185,0.000537212,XGB_prob,,0.01,0.003831161
239,1.06E-05,XGB_prob,,0,0.000143149
256,0.001397678,XGB_prob,,0.02,0.020863186
31,0.006504578,XGB_prob,,0.06,0.035003076
260,4.56E-05,XGB_prob,,0,0.001689587
260,6.58E-06,XGB_prob,,0,8.00E-05
240,5.15E-05,XGB_prob,,0,0.060390361
260,1.06E-05,XGB_prob,,0,0.000201023
260,5.38E-05,XGB_prob,,0,0.000829744
136,0.000245993,XGB_prob,,0,0.000429817
220,1.14E-05,XGB_prob,,0,0.000195363
240,8.04E-05,XGB_prob,,0,0.00214293
61,0.000327889,XGB_prob,,0,0.008914105
260,1.81E-05,XGB_prob,,0,6.35E-05
260,1.06E-05,XGB_prob,,0,0.000134616
260,1.18E-05,XGB_prob,,0,0.037386417
259,1.71E-05,XGB_prob,,0,0.000265517
258,0.000317791,XGB_prob,,0.01,0.007688224
243,1.14E-05,XGB_prob,,0,9.01E-05
216,0.000231731,XGB_prob,,0.02,0.037388466
201,0.002282207,XGB_prob,,0,0.027125144
256,4.80E-05,XGB_prob,,0,0.000536591
259,3.43E-05,XGB_prob,,0,0.024187862
260,4.23E-05,XGB_prob,,0,0.004044586
260,0.002419018,XGB_prob,,0.03,0.020486952
256,2.39E-05,XGB_prob,,0,0.000221585
259,0.000348816,XGB_prob,,0,0.001755765
234,1.47E-05,XGB_prob,,0,0.000760839
259,0.0026345,XGB_prob,,0.01,0.028796974
107,1.74E-05,XGB_prob,,0,0.000143783
260,0.000214702,XGB_prob,,0.01,0.002698976
260,0.000132587,XGB_prob,,0.01,0.006276262
260,8.70E-06,XGB_prob,,0,0.000419977
208,0.000142642,XGB_prob,,0,0.000263457
260,2.71E-05,XGB_prob,,0,0.000434033
258,2.88E-05,XGB_prob,,0,0.005124382
259,3.39E-05,XGB_prob,,0,0.001679483
258,5.82E-05,XGB_prob,,0,0.001195758
260,6.05E-05,XGB_prob,,0.03,0.037354211
136,1.52E-05,XGB_prob,,0,6.89E-05
258,0.001074663,XGB_prob,,0.01,0.037375105
260,1.15E-05,XGB_prob,,0,6.81E-05
259,3.42E-05,XGB_prob,,0,0.000230113
260,3.87E-05,XGB_prob,,0,0.000733768
260,0.002328828,XGB_prob,,0.04,0.018342478
258,1.15E-05,XGB_prob,,0,0.000348044
240,1.68E-05,XGB_prob,,0,0.000128851
217,5.72E-05,XGB_prob,,0,0.000920735
212,0.000953002,XGB_prob,,0,0.007666111
259,1.39E-05,XGB_prob,,0,0.000157453
50,0.000192704,XGB_prob,,0.02,0.024782193
260,8.81E-05,XGB_prob,,0,0.004518269
233,3.41E-05,XGB_prob,,0,0.001193382
259,0.000108578,XGB_prob,,0,0.003580811
260,0.000226595,XGB_prob,,0.01,0.002468004
197,2.07E-05,XGB_prob,,0,0.000613652
260,0.000680796,XGB_prob,,0.02,0.002057701
17,0.000436801,XGB_prob,,0,0.037358909
256,2.47E-05,XGB_prob,,0,0.005737852
260,6.45E-05,XGB_prob,,0,0.008844599
260,5.85E-05,XGB_prob,,0,0.001243822
259,9.12E-06,XGB_prob,,0,0.000170161
237,8.33E-06,XGB_prob,,0,2.36E-05
238,2.02E-05,XGB_prob,,0,0.000416272
256,2.52E-05,XGB_prob,,0,0.000566254
260,3.76E-05,XGB_prob,,0,0.000215009
260,3.86E-05,XGB_prob,,0,0.001559857
260,0.000119358,XGB_prob,,0,0.003955425
260,2.21E-05,XGB_prob,,0,0.000457128
260,2.21E-05,XGB_prob,,0,0.000345065
260,9.87E-05,XGB_prob,,0.01,0.003452234
260,9.57E-06,XGB_prob,,0,0.000645018
260,5.88E-05,XGB_prob,,0.01,0.025385772
250,8.95E-06,XGB_prob,,0,0.000479971
260,0.000129313,XGB_prob,,0,0.00321831
198,2.96E-05,XGB_prob,,0,0.001511723
260,0.005677109,XGB_prob,,0.02,0.025966703
173,0.000205243,XGB_prob,,0.03,0.001013416
258,6.95E-05,XGB_prob,,0,0.002396033
201,0.00014516,XGB_prob,,0,0.001006604
260,2.22E-05,XGB_prob,,0,0.000165568
260,1.79E-05,XGB_prob,,0,0.00026672
194,2.53E-05,XGB_prob,,0,0.000318495
234,1.25E-05,XGB_prob,,0,0.00080074
171,2.76E-05,XGB_prob,,0,0.000111372
259,0.000557137,XGB_prob,,0,0.014526787
256,1.52E-05,XGB_prob,,0,0.000198158
136,0.054727904,XGB_prob,,0.07,0.017175184
260,2.69E-05,XGB_prob,,0,0.00105143
260,0.000895372,XGB_prob,,0.02,0.00508111
260,1.17E-05,XGB_prob,,0,0.000422657
260,2.33E-05,XGB_prob,,0,0.000875814
256,3.24E-05,XGB_prob,,0,0.001572794
44,6.11E-05,XGB_prob,,0,0.001211051
259,2.24E-05,XGB_prob,,0,0.000714962
213,6.97E-05,XGB_prob,,0.01,0.002808076
260,3.00E-05,XGB_prob,,0,0.002919399
260,0.000129457,XGB_prob,,0,0.00023883
260,4.46E-05,XGB_prob,,0,0.002147012
260,0.000104614,XGB_prob,,0,0.000913629
259,0.000176195,XGB_prob,,0,0.002940544
12,0.000411778,XGB_prob,,0.03,0.019287316
259,5.32E-05,XGB_prob,,0,0.000622652
258,2.18E-05,XGB_prob,,0,0.001000157
208,0.000263934,XGB_prob,,0.02,0.003122848
234,7.53E-06,XGB_prob,,0,7.13E-05
260,2.28E-05,XGB_prob,,0,0.00035052
260,0.000148233,XGB_prob,,0.02,0.004836185
256,0.006023476,XGB_prob,,0.03,0.037360172
236,2.07E-05,XGB_prob,,0,0.000445119
22,2.79E-05,XGB_prob,,0,5.07E-05
