site,XGB_prob,RF_prob,SVM_prob
1169,0.061715145,0.1,0.089326829
12,9.31E-05,0,0.006680129
942,0.022053244,0.07,0.021161555
86,0.00079843,0,0.004897979
80,2.61E-05,0,0.043300012
78,3.08E-05,0,0.001894369
1008,0.001245774,0.01,0.089315904
207,2.65E-05,0,0.003690702
253,0.001527086,0.05,0.040314771
935,0.00050626,0.08,0.009403314
799,0.042070892,0.19,0.29023458
239,2.04E-05,0,0.002459028
1169,2.95E-05,0,0.003096739
37,0.00859943,0.02,0.031364996
391,0.001135788,0.05,0.009278588
194,9.26E-06,0.01,0.000830177
1124,6.76E-05,0,0.005578867
289,0.000246372,0.01,0.00293339
110,0.045339979,0.16,0.089438359
48,0.000250036,0.01,0.006604702
239,5.96E-05,0,0.000742104
1169,1.12E-05,0,0.004683258
835,8.87E-05,0,0.002482849
33,0.000306053,0.02,0.056212918
156,7.04E-05,0,0.004781332
289,0.002676125,0.01,0.010820605
324,0.005187837,0,0.061776312
237,0.005501471,0.05,0.068920339
1167,7.24E-05,0,0.013311636
332,0.000540082,0,0.012608649
598,7.76E-05,0.01,0.010600633
90,0.006904969,0.03,0.106581741
454,0.08825995,0.11,0.231447458
24,2.88E-06,0,0.005414746
237,0.000112822,0,0.007716873
1167,5.99E-06,0,0.004559768
634,0.006613155,0.09,0.096886321
271,1.24E-05,0,0.004751702
176,0.005656415,0.01,0.025025491
149,0.00023005,0.03,0.049226853
239,1.30E-05,0,0.000679244
1169,5.90E-05,0,0.006591199
140,0.000133177,0.01,0.022166952
187,0.010986337,0.08,0.127280972
37,0.008579108,0.03,0.073990081
411,0.009369242,0.02,0.07383449
410,0.137297302,0.17,0.786430489
235,5.37E-06,0.01,0.000562834
1165,0.000134094,0,0.026739084
833,5.77E-05,0,0.051997674
264,0.000141328,0,0.020833188
239,0.009443085,0.05,0.013416692
1169,0.001214848,0.01,0.041698567
529,4.11E-05,0,0.003353241
788,0.001329522,0,0.005774167
160,7.87E-05,0,0.004730848
1090,0.001137913,0.02,0.016687132
188,0.102311663,0.12,0.127348104
1118,0.002649535,0.1,0.068280688
115,0.007448761,0.02,0.012407714
175,0.014597023,0.01,0.049617791
808,0.000498503,0,0.006409283
239,0.00481906,0.03,0.073240966
1169,0.000773898,0.03,0.036093108
239,0.000119066,0.02,0.004727322
1169,0.002393286,0,0.037858149
239,0.000963532,0.04,0.006227887
1169,6.46E-05,0,0.026509889
415,9.01E-05,0,0.001068595
239,0.000133036,0,0.047008732
1169,0.094770007,0.16,0.131147049
263,0.000180637,0,0.002485069
828,0.104639001,0.06,0.721593484
621,0.076444976,0.02,0.069510168
70,0.000114049,0,0.002194025
1000,2.07E-05,0,0.002813215
306,0.002106815,0,0.079266863
48,0.011158936,0.05,0.03681014
395,0.000157975,0,0.013142645
517,0.046169102,0.19,0.335196163
391,0.005577606,0.08,0.021357191
129,0.001967137,0.01,0.007939166
133,0.041251786,0.05,0.048829427
239,0.007386046,0.06,0.07958774
1169,0.004449216,0.16,0.020273423
189,2.74E-05,0.01,0.008968064
1119,2.00E-05,0,0.036366056
198,0.000273009,0.05,0.009334199
418,4.10E-05,0,0.029003221
201,0.000187148,0,0.004188662
56,0.000161187,0.07,0.041090057
337,0.463914365,0.09,0.19955403
115,0.004107717,0,0.013554806
407,0.002004099,0.01,0.005407347
604,9.43E-06,0,0.033940959
239,0.02681414,0.26,0.061263449
1169,0.05358474,0.06,0.088799384
239,4.27E-05,0,0.006523919
1169,0.000543766,0.01,0.027567922
236,7.58E-05,0.01,0.011156647
239,2.21E-05,0.01,0.001170819
1169,6.25E-05,0,0.023636287
606,1.15E-05,0,0.037613508
239,7.60E-06,0,0.001828369
1169,0.000201528,0,0.006739207
95,9.89E-05,0,0.002910641
1025,8.41E-05,0,0.018796185
728,0.038058452,0.04,0.02391456
126,0.008045379,0,0.020884163
935,3.15E-05,0,0.009708183
60,0.000124005,0,0.060297048
239,0.000751869,0.15,0.021613483
1169,0.00619769,0.06,0.089302029
388,0.000213559,0.01,0.0091302
256,6.88E-05,0,0.006104068
218,0.001175381,0.02,0.010133144
1148,0.00014377,0,0.017748035
489,0.000150874,0.05,0.011792254
253,5.67E-05,0,0.004321702
239,0.000450606,0.01,0.062204088
1169,3.91E-05,0,0.003690856
607,0.091299132,0.18,0.470520176
96,0.001910203,0.07,0.017377172
62,0.01224391,0.05,0.099234945
13,0.003993712,0.02,0.008605335
219,0.003693204,0.04,0.029952996
1149,0.001407433,0.02,0.089397682
239,0.000419099,0.02,0.004630995
1169,0.00051667,0.01,0.029748654
554,0.000240861,0.06,0.01760908
391,0.000206038,0,0.027424406
625,0.030879706,0.35,0.617842403
891,0.000110596,0.02,0.011038023
769,0.004902711,0.02,0.045336608
391,0.000514634,0.01,0.067458655
77,0.006572389,0.02,0.019617413
110,4.93E-05,0.03,0.076191293
239,9.84E-05,0,0.001971313
1169,7.39E-06,0,0.015544572
156,2.53E-05,0,0.015394055
388,0.006561927,0.04,0.089302691
71,0.025360011,0.3,0.344261634
1001,0.014304265,0.16,0.017739754
810,0.001563256,0,0.023204787
86,0.005272463,0.07,0.016565946
235,3.62E-05,0,0.000784097
1165,0.000108512,0,0.007642943
407,1.55E-05,0,0.005233513
88,3.66E-05,0,0.030046114
708,0.001912549,0,0.009315027
239,0.165250078,0.51,0.234756591
1169,0.302333772,0.17,0.08741916
138,2.58E-06,0,0.001165203
1068,0.000576481,0,0.005813823
57,0.00012815,0,0.014030083
491,6.65E-06,0,0.007741921
114,0.004013893,0.04,0.061789349
265,8.90E-06,0,0.066230277
237,6.17E-05,0,0.001056114
1167,7.90E-05,0,0.027523247
288,0.000395829,0,0.005290937
409,0.000250739,0,0.007449205
100,0.000665366,0,0.00568138
384,0.007040272,0.15,0.01503136
49,0.617177427,0.2,0.256275647
440,1.06E-05,0,0.012450384
106,5.45E-05,0,0.003880095
109,7.83E-05,0,0.004087836
411,5.07E-05,0.02,0.02562088
59,1.58E-05,0,0.001033769
105,0.00038604,0,0.042660459
579,0.006170026,0.21,0.016525039
90,1.58E-05,0,0.001397092
1020,0.002469131,0.02,0.010505969
253,0.000425114,0.01,0.01923947
487,0.006114717,0.03,0.049557973
532,0.001134752,0.02,0.009756884
177,0.000337135,0.03,0.032502936
844,4.45E-06,0,0.004542144
240,0.075143255,0.02,0.076190116
147,0.004498051,0.05,0.031082225
254,0.000186877,0.01,0.004418094
311,0.056856241,0.16,0.089302441
764,0.452466369,0.13,0.09104452
36,0.003767965,0.01,0.009440436
259,0.000693689,0.01,0.048072314
236,7.61E-06,0,0.012655853
235,0.000600172,0,0.040604653
1165,0.003394085,0.01,0.059958892
228,0.001906119,0.01,0.015774964
1158,0.024167178,0.12,0.060314835
468,1.83E-06,0,0.010347248
43,5.66E-05,0,0.005415355
529,0.000519603,0,0.017442036
613,0.000120483,0.01,0.005481908
104,0.000209019,0,0.003699186
668,6.91E-06,0,0.019660406
105,0.068744406,0.1,0.360901961
68,0.003712226,0.04,0.078275987
998,0.000365132,0.03,0.003819123
346,0.000314885,0,0.009368122
338,0.000814541,0.01,0.01859636
508,0.04403419,0.19,0.20440207
25,0.000710943,0,0.023533739
61,0.000675149,0,0.028209014
728,1.64E-05,0.01,0.006868899
620,0.000705444,0,0.011005862
411,2.30E-05,0,0.012817565
281,0.001023608,0.01,0.057412373
401,0.014282887,0.04,0.013173133
115,2.61E-05,0,0.001612744
1045,2.82E-05,0,0.001255434
239,1.66E-05,0,0.013664355
1169,0.003731634,0.02,0.005258272
153,4.78E-05,0,0.003792466
237,1.03E-05,0.02,0.000646198
1167,0.000351695,0,0.005094652
46,0.000243286,0.01,0.010795438
219,0.000153968,0,0.003606721
1149,2.43E-05,0,0.034216487
57,0.182452887,0.13,0.102735041
987,0.000239787,0.01,0.022323439
760,0.21124506,0.3,0.782189067
529,0.000124738,0.02,0.100972098
34,0.075938784,0.15,0.339897265
69,2.95E-05,0,0.001068249
999,0.085421361,0.43,0.255295424
551,1.14E-05,0,0.017118971
82,0.000254616,0,0.013939577
777,3.36E-05,0,0.00561275
205,3.14E-05,0,0.003340965
517,4.68E-05,0.01,0.032772234
816,0.00081369,0.03,0.022970956
194,0.000161021,0,0.061446344
1124,0.001041657,0.01,0.05292717
239,0.000154152,0,0.001975333
1169,4.03E-05,0,0.012271973
418,0.000118439,0,0.003014078
389,0.001487488,0.01,0.042015726
101,3.07E-05,0,0.004423018
283,0.000217136,0.01,0.019868765
257,0.000138252,0,0.00582417
262,0.00130617,0,0.059732914
114,0.000103114,0,0.002915051
84,0.005616179,0,0.022417474
33,0.000100626,0,0.008863664
474,0.116752654,0.05,0.133630143
725,0.063754991,0.04,0.073034547
230,0.000151917,0,0.002819435
1160,8.55E-05,0,0.019380576
406,0.004833301,0.06,0.021879667
219,9.60E-06,0,0.000578538
1149,0.000165319,0.01,0.022041778
108,0.000325043,0,0.013719965
140,0.000123116,0,0.0437154
344,0.000658348,0,0.005391691
439,0.014262768,0.08,0.112958045
92,0.021471988,0.03,0.017060146
388,6.77E-05,0.04,0.002108477
354,0.000334314,0.01,0.004477563
872,0.000546324,0.01,0.011425937
97,0.000326017,0,0.026476363
88,0.000210386,0,0.00812864
232,0.000853969,0.07,0.031749657
133,4.26E-06,0,0.003249932
377,4.35E-05,0,0.00170423
208,8.32E-05,0,0.002777069
363,2.54E-05,0,0.025862895
100,0.025883352,0.16,0.089375325
363,0.006895866,0,0.026072955
239,0.004043061,0.01,0.051523456
1169,0.036583949,0.1,0.089331418
98,2.29E-06,0,0.009757062
33,0.000190363,0.02,0.001226916
99,0.032136749,0.01,0.168970573
620,4.06E-05,0,0.00284771
63,0.001271984,0.01,0.007237982
924,0.012699681,0.03,0.007379606
363,7.79E-05,0,0.002209645
902,1.03E-05,0,0.002752877
284,0.187756315,0.25,0.051834514
239,8.30E-05,0,0.006292543
1169,6.59E-05,0,0.003673885
763,3.35E-05,0,0.008199677
325,7.44E-05,0,0.008303505
239,5.43E-05,0,0.003090274
1169,0.003933949,0,0.015143033
382,0.000200315,0,0.002396484
105,0.140041873,0.19,0.12567856
239,0.000695645,0,0.015915416
1169,0.000184173,0.01,0.040409948
591,0.007093741,0.04,0.02527456
227,0.010139376,0.03,0.027782974
1157,0.000714235,0,0.021024117
55,0.028339196,0.03,0.229486387
130,0.07977961,0.06,0.04471612
215,1.14E-05,0,0.0011571
220,0.000288509,0,0.027245595
351,0.025062814,0.07,0.030145212
621,8.68E-05,0,0.007668207
781,0.000882215,0.03,0.01673124
539,0.001911017,0.02,0.169571703
230,0.000119735,0,0.001888509
1160,0.000423087,0,0.014291932
239,3.68E-06,0,0.002158662
1169,0.000290657,0,0.026598249
729,1.92E-05,0,0.011673043
691,5.67E-05,0,0.019000533
239,3.44E-05,0,0.010374457
1169,0.002358451,0.04,0.099495315
105,5.26E-05,0,0.055290255
110,0.009397432,0.04,0.013106973
271,0.00065765,0,0.005541193
862,0.003572406,0.03,0.007691991
100,0.001788573,0,0.005882977
759,0.001508847,0.01,0.023162993
129,0.037037175,0.14,0.121517047
57,0.052510142,0,0.045669959
46,0.000929662,0.01,0.017430435
237,0.000331932,0,0.001848108
1167,2.01E-05,0,0.001094812
110,0.000256442,0,0.007731492
81,0.000124166,0,0.002415051
197,6.04E-06,0,0.000358646
1127,5.22E-05,0,0.002325551
47,0.009971621,0.03,0.089357593
45,0.034758549,0.01,0.00532426
975,1.58E-05,0.01,0.003199797
120,0.000262025,0.01,0.005363648
716,1.97E-06,0,0.039334326
239,0.000220359,0,0.021211594
80,0.000212408,0,0.008461114
90,7.29E-05,0,0.003419254
1020,0.001419965,0.01,0.024384493
257,0.000948434,0,0.049696365
583,0.008788937,0.14,0.148063397
105,5.07E-05,0,0.021248937
613,0.000137533,0.01,0.001244453
254,0.015109291,0.07,0.027035877
516,0.000424259,0.01,0.039145208
239,0.000175064,0,0.004118864
1169,0.000102028,0,0.007937979
20,8.64E-05,0,0.015268933
358,0.000179923,0.01,0.027694267
668,1.16E-06,0,0.02162617
233,0.000694752,0,0.013767109
567,0.008658557,0,0.015254758
110,0.018249078,0.07,0.048472724
28,0.007092183,0.01,0.060047112
188,0.000132534,0,0.013771625
396,9.13E-05,0,0.002238324
123,3.27E-06,0,0.00113739
239,1.14E-05,0,0.00548052
1169,0.000725147,0,0.078527057
238,0.026645666,0.11,0.088569936
1168,1.18E-05,0,0.013845939
239,0.000349693,0,0.006772981
1169,0.000326452,0,0.012285916
163,7.64E-05,0.02,0.025363341
239,0.01951387,0.01,0.015004692
84,0.000115928,0,0.018841148
782,9.52E-05,0,0.002722378
197,0.000353137,0,0.003253624
55,4.70E-05,0,0.004860439
84,0.00019156,0.05,0.010495452
237,1.98E-05,0,0.008323962
1167,1.77E-05,0,0.004026167
754,1.01E-05,0,0.004855954
363,0.102240153,0.2,0.253112969
182,8.50E-05,0,0.000909594
239,1.60E-05,0,0.001470384
1169,0.000280069,0.01,0.027797628
100,6.70E-05,0.01,0.05220536
252,2.14E-05,0,0.009116768
239,5.11E-05,0,0.001676222
1169,2.15E-05,0,0.002756412
516,0.000840555,0.06,0.011499493
206,0.000193548,0.03,0.016468189
15,0.011312132,0.04,0.021348527
509,0.003304449,0.03,0.01268536
25,3.40E-06,0,0.015018453
767,0.006043852,0.03,0.006270873
498,0.00146391,0.03,0.007084418
32,3.19E-05,0,0.00085682
962,9.39E-05,0,0.005916807
108,0.000481049,0.03,0.129642701
405,0.008514503,0,0.013725539
58,0.000298387,0,0.0038083
503,0.048481725,0.06,0.039849941
614,0.000174355,0,0.009831081
176,0.001286652,0.02,0.062681517
239,0.000309354,0.07,0.002312262
1169,0.000149568,0.13,0.009058625
503,8.30E-05,0,0.003666646
235,2.13E-05,0.01,0.002965091
1165,0.000627606,0,0.00259104
228,0.00072329,0,0.011691307
191,4.93E-05,0,0.007619456
239,4.82E-05,0,0.005636118
1169,0.063638844,0.11,0.089423819
62,0.002063955,0.04,0.083532424
347,6.77E-05,0,0.000473455
26,0.000135844,0.01,0.034918785
761,0.000298516,0,0.004862004
239,0.000579699,0.08,0.193304425
1169,4.03E-05,0,0.026866255
502,0.016804205,0,0.037926261
238,2.73E-05,0,0.006430674
1168,1.57E-05,0,0.005748692
73,0.025599573,0.04,0.046688439
1003,0.000465883,0.02,0.01929978
55,7.29E-05,0.01,0.001997823
985,0.000262231,0.01,0.058530853
55,0.001269337,0.02,0.004007194
575,0.0015462,0,0.011462448
239,0.002223494,0,0.007039305
1169,0.000101198,0,0.00416755
886,0.000808069,0.01,0.013739563
26,0.000127155,0,0.006139634
238,3.29E-05,0,0.014924423
1168,0.000218542,0,0.01405449
213,0.000232477,0,0.033023074
1143,0.001243318,0,0.012351349
152,0.001830541,0.05,0.010283302
529,3.44E-05,0,0.016473783
185,0.000645073,0.01,0.02137598
238,0.02183276,0.47,0.180077139
1168,0.038824074,0.01,0.070853658
239,0.001685117,0,0.006820826
1169,0.000212626,0.01,0.002552574
289,0.001789621,0.02,0.032910383
862,6.24E-05,0,0.013404235
140,0.13620694,0.08,0.094468325
147,3.33E-05,0,0.004915573
207,0.000270227,0,0.014133502
58,6.72E-05,0,0.004651001
563,0.000203796,0,0.004725935
237,0.000503899,0.06,0.027723815
1167,0.000442409,0.01,0.01615845
342,1.28E-05,0,0.001561569
418,0.000296282,0,0.003429337
162,1.30E-05,0,0.017361312
188,0.018885333,0.09,0.080995971
1118,0.101426579,0.27,0.235645065
456,0.000166723,0,0.012946887
117,0.000265373,0.01,0.003971953
238,0.000320341,0,0.006511279
1168,0.002457713,0,0.027227708
256,0.000103264,0,0.023481425
157,0.111850753,0.59,0.095114579
190,9.91E-05,0,0.004807404
1120,0.005777422,0,0.061784248
898,0.000948838,0,0.008177997
76,0.000109513,0.01,0.039315224
237,0.000408021,0,0.002426181
1167,0.021340312,0.06,0.102978159
403,0.00999416,0.03,0.0031065
151,1.82E-05,0,0.000918999
1081,1.39E-05,0,0.010749636
80,0.000265897,0,0.021083932
109,0.000173067,0,0.009386946
653,1.12E-05,0,0.057673195
414,0.002703194,0.01,0.062017213
172,0.006547566,0,0.032560805
239,0.112286471,0.11,0.645067586
1169,0.029672049,0.09,0.620463243
239,0.019784026,0,0.089413874
1169,3.14E-06,0,0.010654503
218,0.0006183,0.02,0.1136567
1148,0.000323251,0.01,0.08936737
115,0.00270568,0,0.031786505
239,0.000218801,0,0.008442692
1169,1.80E-05,0,0.007420577
237,5.31E-06,0,0.000262099
1167,0.000211923,0,0.009458558
149,9.86E-06,0,0.000836615
1079,0.000221516,0.05,0.005043781
322,0.000123875,0,0.014648182
188,0.000163136,0,0.003316094
1118,0.000197187,0.01,0.02735955
163,4.39E-06,0,0.003403339
1093,0.000109002,0,0.02913878
235,2.53E-05,0,0.002936778
1165,0.002324949,0,0.02182157
45,0.00015615,0.01,0.004632829
235,0.000213765,0,0.013081601
1165,9.22E-05,0.02,0.035098123
265,0.001353672,0,0.06612685
239,8.74E-05,0.03,0.000802002
1169,0.003975361,0.02,0.074799507
529,0.004848627,0.01,0.095282273
107,3.68E-05,0,0.060737655
60,0.002560019,0.01,0.048640445
85,0.004514196,0,0.045632262
148,0.007643931,0,0.048611557
280,2.37E-05,0,0.003724115
239,3.01E-05,0,0.032410927
1169,4.71E-05,0,0.004848339
114,0.000850124,0.01,0.001848382
269,3.57E-05,0,0.012655208
115,0.004190848,0,0.08931528
239,2.33E-05,0,0.001613455
85,3.13E-05,0,0.002069994
105,0.000683977,0,0.029235651
115,0.000240018,0.02,0.004598778
1045,2.13E-05,0,0.010373833
406,0.000150114,0.02,0.018682405
116,0.000436698,0.02,0.00197211
376,0.038989693,0.14,0.524613524
698,9.66E-05,0,0.014662472
158,0.004681762,0.01,0.031485589
316,0.002164008,0.07,0.003471591
620,0.001087975,0.05,0.026412219
865,7.50E-05,0,0.003933537
67,1.60E-05,0,0.014955316
320,2.91E-05,0,0.01016007
844,3.79E-05,0,0.016246106
62,0.173985302,0.15,0.654858332
544,0.243878365,0.32,0.983610985
522,0.012553352,0,0.01824269
237,0.000109907,0,0.001143642
1167,0.010606642,0.02,0.023767472
688,4.75E-06,0,0.016740825
418,0.000115683,0,0.00593971
838,0.000442519,0,0.017474363
257,0.022136047,0.07,0.149126134
109,0.001427416,0.03,0.021335544
111,0.000297186,0.02,0.020917166
498,0.022642655,0,0.095271629
237,4.03E-05,0.01,0.001017143
1167,1.36E-05,0,0.004524317
39,0.014679323,0.05,0.06334068
66,0.000433347,0.01,0.033548497
114,0.000179012,0,0.018455322
239,0.004645626,0.01,0.143086178
1169,0.007724836,0.03,0.009985202
316,7.12E-06,0,0.002498158
92,2.42E-05,0,0.00839307
24,0.000521158,0,0.003600431
504,0.024909319,0.04,0.11211145
458,0.089278139,0.18,0.375998928
88,0.017559517,0.01,0.08242384
862,0.002087716,0.01,0.056914929
510,0.056540608,0.04,0.089418902
109,0.29482609,0.78,0.762871915
1039,0.063343436,0.15,0.337882924
784,0.027752249,0,0.061606402
35,8.74E-05,0,0.012108847
205,0.004728706,0.02,0.053399884
263,0.046454452,0.06,0.060052514
630,0.000643758,0.03,0.029194016
236,0.003802083,0.06,0.06141623
88,0.000132187,0,0.010236259
1018,1.64E-06,0,0.012325289
32,2.72E-05,0,0.003869826
548,0.053873349,0.14,0.06148838
55,3.58E-05,0.01,0.001331229
239,0.000466803,0.01,0.038503189
1169,0.000706215,0.05,0.027026619
98,0.000311363,0.04,0.089357876
281,0.045069646,0.16,0.393088518
67,0.006714073,0.04,0.10714307
103,0.014553683,0.06,0.032941679
1033,0.003303669,0.01,0.015555613
239,0.00023088,0,0.010300327
1169,0.004684249,0,0.013007849
427,0.000492473,0.01,0.009254875
330,0.02496551,0.02,0.009895215
220,0.095090821,0.1,0.12735746
1150,0.000331054,0,0.00338566
203,1.08E-05,0,0.001528894
1133,0.004434607,0,0.024410722
239,0.000150778,0,0.002067869
1169,0.001611154,0.01,0.002551703
64,0.000234955,0,0.026159876
115,0.0006546,0.05,0.060057764
548,0.0130197,0.04,0.074166339
731,0.095322751,0.08,0.277351105
250,0.000262144,0,0.037117752
239,6.55E-06,0,0.002054416
1169,6.23E-05,0,0.015743317
399,0.000454844,0.02,0.027739739
206,0.257965952,0.23,0.566906517
73,0.00011899,0.01,0.018876439
325,0.147622496,0.37,0.277704437
577,0.00017921,0,0.014992492
239,1.23E-05,0,0.000270138
1169,5.34E-06,0,0.012366901
400,3.19E-05,0,0.003293819
239,1.91E-05,0,0.002902455
1169,2.04E-05,0,0.002260425
66,0.000591201,0.01,0.032781253
996,0.005141404,0.06,0.089368879
40,0.000253918,0.01,0.03855665
323,0.000111705,0.01,0.020042555
237,0.002072871,0.03,0.007764535
1167,0.014879794,0.04,0.197104157
72,0.000866409,0.01,0.002481108
1002,0.000552963,0.06,0.010327006
175,0.130621776,0.16,0.304520045
25,9.06E-05,0,0.048450207
532,5.70E-07,0,0.026956491
262,8.22E-05,0,0.017858646
236,2.50E-05,0,0.007609218
1166,4.90E-06,0,0.019907661
268,6.46E-05,0,0.004007729
391,0.000250311,0.01,0.022719927
510,0.005204352,0.07,0.039133474
195,0.000317662,0,0.0176818
82,0.000259187,0,0.003589343
71,0.000107038,0,0.009309633
235,3.90E-05,0,0.000771368
1165,0.00010433,0,0.019191485
61,8.34E-06,0,0.002826987
239,3.57E-05,0,0.007528392
1169,0.003492045,0.04,0.073608155
781,0.025719622,0.03,0.050625595
346,4.12E-05,0,0.0012847
74,0.000143864,0,0.00082831
1004,0.010833661,0,0.033423143
841,0.002008839,0.05,0.088785779
114,9.57E-05,0,0.005712739
38,1.11E-05,0,0.002551476
148,0.708442092,0.46,0.471926308
100,0.000624853,0,0.009433162
465,0.001962549,0.05,0.022421766
237,0.000358602,0.04,0.042220066
1167,1.76E-05,0.01,0.00674292
284,0.000284348,0,0.040700006
897,0.001490911,0,0.013025673
488,0.000578381,0.03,0.004109093
28,0.001156456,0.01,0.018581013
809,0.021173326,0.05,0.015663365
135,0.000486824,0,0.004923458
82,0.000689662,0,0.014384037
731,0.000880288,0,0.003525973
407,0.001230963,0.02,0.036794483
604,0.056250155,0.01,0.062674462
19,0.001275085,0.07,0.060368557
108,0.000176439,0.01,0.062647606
374,1.20E-06,0,0.008109732
105,1.35E-05,0,0.010782485
216,4.16E-05,0,0.002863916
